la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Flintshire,013A,Aston 1,W01000251,20.9,TRUE,FALSE,14.4,11.6,7.2,29.7,10.7,3.3,16.2,Wales,Flintshire 013A,10,25.6,16.9,81,108,400,3.3,6.2,8.8,-8.649999999999995
Flintshire,010A,Aston 2,W01000252,5.1,TRUE,FALSE,9.2,14.7,5.8,6.5,14.2,16.4,10.6,Wales,Flintshire 010A,10,10.7,7.8,82,102,402,2.8,8.4,6.6,-23.549999999999997
Flintshire,003A,Bagillt East,W01000253,17.6,FALSE,FALSE,17.6,17.3,12.3,17.2,5.8,22.7,35.1,Wales,Flintshire 003A,14,23.1,17,80,103,339,6.5,6.2,7.9,-11.149999999999995
Flintshire,003B,Bagillt West,W01000254,28.3,FALSE,FALSE,29.3,29.5,29.7,21.2,58.8,18.3,34.8,Wales,Flintshire 003B,20,31.5,24.1,81,99,310,6.3,7.5,9.2,-2.7499999999999973
Flintshire,015A,Broughton North East,W01000255,8.4,FALSE,FALSE,12.4,5.3,8.9,4.8,63.4,16.6,14,Wales,Flintshire 015A,8,14.2,10.4,87,110,416,4.1,5.5,7.3,-20.049999999999997
Flintshire,015B,Broughton South 1,W01000256,14,FALSE,FALSE,17.7,8,22.2,15.8,23.2,29.1,26.5,Wales,Flintshire 015B,9,19.6,14.7,82,105,419,6.8,5.6,6.5,-14.649999999999995
Flintshire,015C,Broughton South 2,W01000257,4.6,FALSE,FALSE,9.9,4.3,15.4,3.4,31.2,15,15,Wales,Flintshire 015C,6,10,6.1,85,106,388,6,4.3,5.6,-24.249999999999996
Flintshire,006A,Brynford,W01000258,6.1,FALSE,FALSE,10.4,10,3.2,10.1,5.4,36.2,10.7,Wales,Flintshire 006A,8,11.8,9.5,84,105,361,3.6,5.5,7.3,-22.449999999999996
Flintshire,017A,Buckley Bistre East 1,W01000259,22.4,FALSE,FALSE,18.7,12,12.5,15.9,42.2,20,9.6,Wales,Flintshire 017A,15,27.2,19.9,82,108,410,6.4,6.4,9.5,-7.049999999999998
Flintshire,017B,Buckley Bistre East 2,W01000260,5.6,FALSE,FALSE,13.1,7.1,28.6,6.9,28.5,19.8,8.1,Wales,Flintshire 017B,8,11.2,7.9,81,109,411,9.2,5.2,7.3,-23.049999999999997
Flintshire,014C,Buckley Bistre West 1,W01000261,5.5,FALSE,FALSE,10.2,3.6,28.6,6.1,6.2,12.7,7.9,Wales,Flintshire 014C,8,11.1,9.5,86,105,429,9.2,4.6,5.5,-23.149999999999995
Flintshire,017C,Buckley Bistre West 2,W01000262,19.5,FALSE,FALSE,20.4,23.5,16.7,17.7,19.7,4.6,61.8,Wales,Flintshire 017C,14,24.6,18.2,75,100,375,5.8,6.9,8.6,-9.649999999999995
Flintshire,017D,Buckley Bistre West 3,W01000263,37.1,FALSE,TRUE,28.9,29.4,13.5,21.4,15.6,12.6,76.9,Wales,Flintshire 017D,20,37.3,28.1,80,100,327,3.2,7.6,10.3,3.05
Flintshire,012A,Buckley Mountain 1,W01000264,10.9,FALSE,FALSE,12.3,9.3,23.5,15,22.8,0.4,7.6,Wales,Flintshire 012A,8,16.7,11.9,82,109,402,5,6.4,7.8,-17.549999999999997
Flintshire,012B,Buckley Mountain 2,W01000265,2.4,FALSE,FALSE,6.3,2.5,10.8,3.2,23.1,10.4,5.5,Wales,Flintshire 012B,8,7.1,9.1,86,112,456,4.2,5,6.5,-27.149999999999995
Flintshire,017E,Buckley Pentrobin 1,W01000266,7.9,FALSE,FALSE,15.9,7.8,42.3,30.5,28.4,2.6,10.5,Wales,Flintshire 017E,10,13.9,11.2,84,106,417,8.9,6.1,6.3,-20.349999999999998
Flintshire,017F,Buckley Pentrobin 2,W01000267,8.1,FALSE,FALSE,12.1,10.2,2.5,2.3,31.9,22.1,37.8,Wales,Flintshire 017F,9,14.1,10.4,85,105,350,2.7,4.8,8.3,-20.149999999999995
Flintshire,013B,Buckley Pentrobin 3,W01000268,0.4,FALSE,FALSE,4,0.9,1,0.6,36.6,10.1,0.3,Wales,Flintshire 013B,4,3.4,4.1,84,116,467,4.5,4.7,4.9,-30.849999999999998
Flintshire,020A,Caergwrle,W01000269,13,FALSE,FALSE,12.3,16.1,0.9,16.4,17.2,13.4,18.2,Wales,Flintshire 020A,13,18.8,16.8,87,100,335,3.5,6.6,7.1,-15.449999999999996
Flintshire,006B,Caerwys 1,W01000270,2.2,FALSE,FALSE,10.6,4.1,9.6,3.1,10.3,50.2,8.6,Wales,Flintshire 006B,6,6.9,6.4,86,105,423,3.4,4.4,5.9,-27.349999999999998
Flintshire,006C,Caerwys 2,W01000271,3.2,FALSE,FALSE,10.9,11.6,2.7,3.2,10.1,45.8,14.8,Wales,Flintshire 006C,9,8.4,9.6,82,104,376,4.7,5.3,7.5,-25.849999999999998
Flintshire,006D,Cilcain,W01000272,2.9,FALSE,FALSE,12.7,1.9,11.7,0.2,16.2,63.6,9.1,Wales,Flintshire 006D,7,7.9,6.1,86,111,464,7.3,4.8,5.6,-26.349999999999998
Flintshire,007A,Connah's Quay Central 1,W01000273,32.8,TRUE,FALSE,37.9,25.9,78.3,41.5,51.9,9.3,28.1,Wales,Flintshire 007A,17,34.3,21.2,79,99,361,9.1,7.4,9,0.05
Flintshire,007B,Connah's Quay Central 2,W01000274,40.5,TRUE,FALSE,35.3,29.3,44.8,30.2,78.7,7.7,13.2,Wales,Flintshire 007B,23,40.4,31.3,81,99,395,8.3,7.5,11.5,6.150000000000001
Flintshire,007C,Connah's Quay Golftyn 1,W01000275,8.6,FALSE,FALSE,16.2,7.1,29,18.7,62.5,3.8,25.5,Wales,Flintshire 007C,9,14.4,10.3,85,107,377,7.3,4.7,7.3,-19.849999999999998
Flintshire,008A,Connah's Quay Golftyn 2,W01000276,13.4,FALSE,FALSE,16.2,10.3,13.2,15.4,52.5,2.6,48.6,Wales,Flintshire 008A,8,19,12.7,80,105,414,5.4,6.2,6.6,-15.249999999999996
Flintshire,008B,Connah's Quay Golftyn 3,W01000277,20.6,FALSE,FALSE,15.2,11.1,1.4,19.1,35.8,13.9,12,Wales,Flintshire 008B,8,25.3,14.2,80,102,408,4,5.5,6.6,-8.949999999999996
Flintshire,007D,Connah's Quay Golftyn 4,W01000278,63.8,TRUE,FALSE,47,39.2,51,53.7,65,5.4,19.2,Wales,Flintshire 007D,23,54,37.5,77,96,324,8.4,6.7,11.2,19.750000000000004
Flintshire,008C,Connah's Quay South 1,W01000279,2.9,FALSE,FALSE,7.7,9.7,2.1,11.9,15.8,14.4,19,Wales,Flintshire 008C,8,8,10,83,109,410,2.1,7.1,7.5,-26.249999999999996
Flintshire,010B,Connah's Quay South 2,W01000280,13.6,FALSE,FALSE,13.6,8.8,23.4,14.8,0.9,13.1,12.2,Wales,Flintshire 010B,10,19.2,13.4,82,104,426,5.5,5.6,6.6,-15.049999999999997
Flintshire,008D,Connah's Quay South 3,W01000281,9,FALSE,FALSE,13.7,17,8.7,17.6,30.2,14.4,24.5,Wales,Flintshire 008D,10,14.9,10,86,100,391,3.7,7.3,8.3,-19.349999999999998
Flintshire,010C,Connah's Quay South 4,W01000282,0.7,FALSE,FALSE,5.1,3,3.6,2.9,9.7,24,0.7,Wales,Flintshire 010C,3,4.3,4.5,84,110,455,3.6,4.7,5.7,-29.949999999999996
Flintshire,008E,Connah's Quay Wepre,W01000283,12.4,FALSE,FALSE,17.9,23,17.3,31.6,50.9,5,16.3,Wales,Flintshire 008E,10,18.2,12.6,81,98,357,4.8,6.9,8.1,-16.049999999999997
Flintshire,013C,Ewloe 1,W01000284,1.2,FALSE,FALSE,6.5,0.8,6.1,3,32.9,18.6,6.3,Wales,Flintshire 013C,5,5.4,5.2,89,114,473,6.5,4.4,5.5,-28.849999999999998
Flintshire,013D,Ewloe 2,W01000285,0.5,FALSE,FALSE,3.2,0.3,0.8,12.5,15.9,8.9,0.1,Wales,Flintshire 013D,5,3.5,3.7,88,115,486,2.2,3.8,5.2,-30.749999999999996
Flintshire,013E,Ewloe 3,W01000286,3.7,FALSE,FALSE,7.8,1.7,7.4,6,30.8,18.8,6.1,Wales,Flintshire 013E,5,9.1,6.3,87,111,450,4.8,4.6,5.6,-25.149999999999995
Flintshire,001A,Ffynnongroyw,W01000287,14.8,FALSE,FALSE,24,23.1,13.3,25.2,57.2,51.5,20.6,Wales,Flintshire 001A,14,20.5,17.2,81,96,321,5.2,5.6,8.4,-13.749999999999996
Flintshire,004A,Flint Castle,W01000288,42.5,TRUE,FALSE,36.9,44.5,32.7,33.5,60.6,2.6,42.9,Wales,Flintshire 004A,25,41.5,33,76,95,304,4.9,7.7,10.1,7.250000000000003
Flintshire,005A,Flint Coleshill 1,W01000289,7.7,TRUE,FALSE,8.1,7.7,3.8,7.8,10.9,14.7,8.7,Wales,Flintshire 005A,8,13.6,8.9,86,103,392,4.2,5.1,6.7,-20.649999999999995
Flintshire,004B,Flint Coleshill 2,W01000290,32.3,TRUE,FALSE,26.2,39.6,2.3,56.9,61.6,1.5,3.3,Wales,Flintshire 004B,21,34,26.9,84,92,323,3.2,6.2,12.2,-0.24999999999999717
Flintshire,005B,Flint Coleshill 3,W01000291,16.5,TRUE,FALSE,17.4,18,14.3,14.5,8.8,23.6,28.5,Wales,Flintshire 005B,12,22.2,15,80,101,347,5.4,5.3,8.6,-12.049999999999997
Flintshire,004C,Flint Oakenholt 1,W01000292,33.1,TRUE,FALSE,32.3,45.4,38,36.4,12.7,3.8,47.3,Wales,Flintshire 004C,19,34.6,27.1,77,96,278,7.4,7.4,10.9,0.35000000000000425
Flintshire,004D,Flint Oakenholt 2,W01000293,17.2,TRUE,FALSE,21.1,28.2,24.1,19.8,31.7,12.4,23.8,Wales,Flintshire 004D,16,22.6,17.6,76,101,372,7.8,7.4,10.3,-11.649999999999995
Flintshire,005C,Flint Trelawny 1,W01000294,5.4,TRUE,FALSE,9.2,9.3,9.1,10.2,0.3,26.9,4.8,Wales,Flintshire 005C,7,11,7.1,81,106,390,4.6,5.4,6.9,-23.249999999999996
Flintshire,005D,Flint Trelawny 2,W01000295,21.4,TRUE,FALSE,19.1,13.8,32.5,15.3,10.2,3.6,27.2,Wales,Flintshire 005D,12,26.2,14.7,84,104,351,7.5,6,7.8,-8.049999999999997
Flintshire,003C,Greenfield 1,W01000296,47.9,TRUE,FALSE,43.8,53.5,42.3,30.1,45,23.7,50,Wales,Flintshire 003C,22,44.8,29.4,81,88,344,6.4,7.1,12.8,10.55
Flintshire,003D,Greenfield 2,W01000297,13.6,TRUE,FALSE,14.3,15.1,14.1,15.7,4.9,17.4,18.8,Wales,Flintshire 003D,10,19.1,15.2,82,99,364,3,5.5,6.8,-15.149999999999995
Flintshire,001B,Gronant,W01000298,32.1,FALSE,FALSE,30.2,24.9,37,16.7,15.9,39.7,24.3,Wales,Flintshire 001B,17,33.8,20.9,82,99,344,9.5,6.7,9.7,-0.45
Flintshire,019A,Gwernaffield,W01000299,2.6,FALSE,FALSE,8.5,3.8,0.2,3.4,14.3,44.4,6.2,Wales,Flintshire 019A,6,7.5,7.3,86,110,443,3.4,5.1,6.8,-26.749999999999996
Flintshire,019B,Gwernymynydd,W01000300,3.7,FALSE,FALSE,7.5,5.5,0.8,1.9,9,35,2.6,Wales,Flintshire 019B,6,9.2,7,85,107,381,3.7,5.2,6.1,-25.049999999999997
Flintshire,006E,Halkyn,W01000301,4.9,FALSE,FALSE,12.8,2.7,23.7,5.9,11.1,38.6,13.5,Wales,Flintshire 006E,7,10.3,9,83,111,445,9.1,4.9,5.6,-23.949999999999996
Flintshire,013F,Hawarden,W01000302,0.9,FALSE,FALSE,4.1,1.1,10,8.3,5.2,8.8,0.1,Wales,Flintshire 013F,7,4.7,5.9,87,112,447,4.8,4.3,5.3,-29.549999999999997
Flintshire,018A,Higher Kinnerton,W01000303,1.8,FALSE,FALSE,5.3,0.6,3.3,3.6,4.4,26.1,5.1,Wales,Flintshire 018A,4,6.3,4.7,83,114,470,4.1,4.3,4.2,-27.949999999999996
Flintshire,003E,Holywell Central,W01000304,60.4,FALSE,TRUE,44.3,46.6,53.5,57,0.4,0.5,37.3,Wales,Flintshire 003E,29,51.6,36.3,80,92,287,7.8,7.1,10.6,17.350000000000005
Flintshire,003F,Holywell East,W01000305,16,FALSE,FALSE,15,14.2,13.7,12.1,7.1,9.7,36,Wales,Flintshire 003F,12,21.6,14.8,84,103,372,4.3,7,7.8,-12.649999999999995
Flintshire,002A,Holywell West,W01000306,29.4,FALSE,FALSE,26.5,29.2,20.6,38,0.2,18.3,49.6,Wales,Flintshire 002A,16,32.2,20.2,81,98,339,6.7,7.4,9.7,-2.0499999999999945
Flintshire,020B,Hope 1,W01000307,0.5,FALSE,FALSE,2.9,0.8,5.6,6.9,2.6,8.5,0.4,Wales,Flintshire 020B,5,3.7,4.8,89,108,446,4.5,4.1,4,-30.549999999999997
Flintshire,020C,Hope 2,W01000308,9.8,FALSE,FALSE,12.8,6.1,13.1,8.7,23.4,6.2,54.9,Wales,Flintshire 020C,10,15.8,13.1,87,109,381,5.3,5.6,6.5,-18.449999999999996
Flintshire,019C,Leeswood,W01000309,13.7,FALSE,FALSE,17.2,10.5,19.2,11.8,12.6,37.4,20.7,Wales,Flintshire 019C,11,19.4,14.3,85,101,402,7,6,6.6,-14.849999999999998
Flintshire,020D,Llanfynydd,W01000310,5.2,FALSE,FALSE,10.8,6,4.4,8.4,25.9,36.9,9.2,Wales,Flintshire 020D,7,11,8.8,86,106,419,4.5,5.3,6.5,-23.249999999999996
Flintshire,011A,Mancot 1,W01000311,15.3,FALSE,FALSE,16.4,11.9,16.8,19.7,33.5,13.7,18.9,Wales,Flintshire 011A,11,21,14.9,83,102,383,3.4,5.6,7.6,-13.249999999999996
Flintshire,011B,Mancot 2,W01000312,32.8,FALSE,TRUE,28,26.2,18.4,19.4,71.5,9.4,33.5,Wales,Flintshire 011B,15,34.3,20.4,82,96,384,7,7.7,8.9,0.05
Flintshire,016A,Mold Broncoed 1,W01000313,16.3,FALSE,FALSE,15.2,13.2,11.2,7.9,61.8,0.5,15.4,Wales,Flintshire 016A,13,21.9,15.1,84,102,405,4.2,5.9,8.5,-12.349999999999998
Flintshire,016B,Mold Broncoed 2,W01000314,12,FALSE,FALSE,15,12.7,10.7,17.5,77.6,0.8,13.7,Wales,Flintshire 016B,13,17.8,16.5,83,108,398,4.9,5.8,10.5,-16.449999999999996
Flintshire,016C,Mold East,W01000315,8.5,FALSE,FALSE,14.9,10.8,17.2,14.3,60.1,8,25.3,Wales,Flintshire 016C,13,14.4,12.6,82,105,370,6.6,5.2,7.7,-19.849999999999998
Flintshire,016D,Mold South 1,W01000316,4.4,FALSE,FALSE,8.7,2.8,5.6,1.8,42.7,18.9,11.6,Wales,Flintshire 016D,5,9.7,6.6,88,108,429,4.3,4.6,6.2,-24.549999999999997
Flintshire,016E,Mold South 2,W01000317,0.1,FALSE,FALSE,2.7,0.1,0.2,0.2,25.8,7.6,1.6,Wales,Flintshire 016E,4,2,2.2,91,115,484,1.4,3.4,3.8,-32.25
Flintshire,016F,Mold West 1,W01000318,49,FALSE,TRUE,41.3,39.9,45,29.8,84.5,12.3,16.5,Wales,Flintshire 016F,24,45.5,33.3,74,98,344,8.5,7.5,11.7,11.250000000000004
Flintshire,016G,Mold West 2,W01000319,12.3,FALSE,FALSE,21.3,23.9,19.7,18.5,67.8,15.9,38.1,Wales,Flintshire 016G,17,18,15.9,77,101,368,8,6.2,10,-16.249999999999996
Flintshire,002B,Mostyn (Flintshire),W01000320,30.2,FALSE,FALSE,32,33.3,18.8,22.5,59.1,43.1,36.4,Wales,Flintshire 002B,16,32.9,22,78,95,321,5.5,6.5,9.4,-1.3499999999999985
Flintshire,014D,New Brighton 1,W01000321,2.1,FALSE,FALSE,5.8,3.3,9.6,2.4,11.6,13.9,4,Wales,Flintshire 014D,7,6.9,6.1,85,106,410,4.2,4.5,5.1,-27.349999999999998
Flintshire,014E,New Brighton 2,W01000322,7.2,FALSE,FALSE,8.2,3.5,9,4.3,12.5,15.3,9.6,Wales,Flintshire 014E,9,13,9.6,88,105,444,3.6,5.1,5.3,-21.249999999999996
Flintshire,012C,Northop 1,W01000323,8.3,FALSE,FALSE,10.1,4.6,2.1,5.9,5.4,39.8,7.6,Wales,Flintshire 012C,7,14.2,9.2,88,104,452,1.8,5,5.9,-20.049999999999997
Flintshire,012D,Northop 2,W01000324,1.8,FALSE,FALSE,6.8,1.5,4.1,1.5,19.9,30.5,3.1,Wales,Flintshire 012D,6,6.4,5.2,83,113,459,2.1,4.5,5.1,-27.849999999999998
Flintshire,010D,Northop Hall,W01000325,3.1,FALSE,FALSE,7,1.6,1.8,10.7,6.1,31.1,8.9,Wales,Flintshire 010D,7,8.2,6.8,89,110,434,3.3,4.3,5.5,-26.049999999999997
Flintshire,018B,Penyffordd 1,W01000326,3.5,FALSE,FALSE,9.8,3.6,19.7,5.2,15.4,22,10.1,Wales,Flintshire 018B,7,8.9,7.8,86,107,401,5.3,4.7,5.1,-25.349999999999998
Flintshire,018C,Penyffordd 2,W01000327,2.1,FALSE,FALSE,7.5,4.1,6.9,4.4,16.6,26.2,7.1,Wales,Flintshire 018C,6,6.7,6.2,83,109,398,3.4,5.2,5.4,-27.549999999999997
Flintshire,011C,Queensferry,W01000328,33.4,FALSE,TRUE,31.8,36.6,5.5,24,82.6,13.2,77.6,Wales,Flintshire 011C,14,34.7,21.4,83,100,333,3.6,17.7,8.9,0.4500000000000057
Flintshire,015D,Saltney Mold Junction,W01000329,29.1,FALSE,FALSE,25.6,37.5,10.1,31.2,37.2,2,46.4,Wales,Flintshire 015D,13,32.1,21,78,97,322,4.5,6.8,11.9,-2.149999999999996
Flintshire,015E,Saltney Stonebridge 1,W01000330,29.5,FALSE,FALSE,30.2,29.7,28.4,33.6,53.4,4.9,65.2,Wales,Flintshire 015E,15,32.4,23.8,75,100,337,5.5,6.4,10.2,-1.8499999999999985
Flintshire,015F,Saltney Stonebridge 2,W01000331,15.1,FALSE,FALSE,18.9,15.8,28.4,14.2,56.9,5.8,15.2,Wales,Flintshire 015F,8,20.7,11.8,82,103,389,6.5,6.5,8.6,-13.549999999999997
Flintshire,009A,Sealand 1,W01000332,21.5,FALSE,FALSE,28.1,31.8,22.3,13.8,51.7,30.4,57.9,Wales,Flintshire 009A,11,26.3,15.8,79,98,375,8.7,8,10.2,-7.949999999999997
Flintshire,009B,Sealand 2,W01000333,51.5,FALSE,TRUE,37.3,28.7,41.1,30,41.4,5.2,35.6,Wales,Flintshire 009B,21,47,32.5,80,98,358,7.4,8,8.6,12.750000000000004
Flintshire,009C,Shotton East,W01000334,20.6,FALSE,FALSE,23,21.8,31.8,32,22,4.6,45.2,Wales,Flintshire 009C,16,25.3,18.6,80,99,339,5.4,6.8,7.8,-8.949999999999996
Flintshire,009D,Shotton Higher 1,W01000335,37.2,TRUE,FALSE,33.9,44.2,34.4,39.5,12.1,4.4,59.8,Wales,Flintshire 009D,20,37.4,28.8,79,93,317,6.1,8,10.3,3.1500000000000012
Flintshire,009E,Shotton Higher 2,W01000336,73.7,TRUE,FALSE,64.4,76.6,86.4,54.1,22.9,0.6,93.6,Wales,Flintshire 009E,25,58.9,40,76,89,248,10.6,9.1,12.8,24.650000000000002
Flintshire,009F,Shotton West,W01000337,10.4,FALSE,FALSE,15.4,14.3,16.5,31.8,28.6,1,42.5,Wales,Flintshire 009F,13,16.3,14.6,82,100,371,5.6,5.4,7.1,-17.949999999999996
Flintshire,001C,Trelawnyd and Gwaenysgor,W01000338,10.2,FALSE,FALSE,13.9,9.7,9.8,7.1,3.8,49,5.3,Wales,Flintshire 001C,8,16.1,11,81,103,415,4.9,4.9,7.5,-18.149999999999995
Flintshire,019D,Treuddyn,W01000339,7.4,FALSE,FALSE,12,6.5,3.9,6.8,9.1,45.9,16.8,Wales,Flintshire 019D,8,13.3,11.5,84,108,401,2.5,4.9,6.9,-20.949999999999996
Flintshire,002C,Whitford,W01000340,1.3,FALSE,FALSE,9.7,5.8,5.9,5.6,2.7,51.4,7.7,Wales,Flintshire 002C,6,5.5,6.9,86,105,404,3.6,5.7,5.4,-28.749999999999996
Merthyr Tydfil,006A,Bedlinog 1,W01001289,16.7,FALSE,FALSE,22.8,51.1,8.1,24.2,0.6,38,9.9,Wales,Merthyr Tydfil 006A,23,22.3,19.2,73,95,287,2.7,8.8,9.8,-11.149999999999999
Merthyr Tydfil,007A,Bedlinog 2,W01001290,36.9,FALSE,TRUE,30.8,30.8,34.2,35.1,15,20.9,18,Wales,Merthyr Tydfil 007A,24,37.2,25.1,81,99,301,7,7.9,9.2,3.7500000000000027
Merthyr Tydfil,003A,Cyfarthfa 1,W01001291,29.1,TRUE,FALSE,31.3,29.8,43.6,27,9.2,46.6,9.8,Wales,Merthyr Tydfil 003A,16,32.2,20.3,82,96,369,7.5,7.6,9.7,-1.2499999999999971
Merthyr Tydfil,004A,Cyfarthfa 2,W01001292,58.7,TRUE,FALSE,63.3,90.3,72.9,91.6,12.2,40.8,54.7,Wales,Merthyr Tydfil 004A,35,50.8,40.6,75,85,292,7,10.6,15.3,17.349999999999998
Merthyr Tydfil,004B,Cyfarthfa 3,W01001293,35.1,FALSE,TRUE,33,24.7,63.4,20.9,6.4,29.5,3.5,Wales,Merthyr Tydfil 004B,24,36.1,25.2,82,94,364,7.8,6.2,8.1,2.6500000000000012
Merthyr Tydfil,003B,Cyfarthfa 4,W01001294,2.4,FALSE,FALSE,9.7,4.2,11.7,5.5,10.9,41.4,2.1,Wales,Merthyr Tydfil 003B,11,7.2,6.1,84,106,466,4,5.9,5.3,-26.25
Merthyr Tydfil,002A,Dowlais 1,W01001295,45.1,FALSE,TRUE,37.8,49.3,40.9,46.6,23.9,9.5,16.2,Wales,Merthyr Tydfil 002A,27,42.9,32.8,74,94,375,7.8,9.6,10.6,9.45
Merthyr Tydfil,002B,Dowlais 2,W01001296,19.1,FALSE,FALSE,28.9,21,78.7,31.2,11.7,18,5.2,Wales,Merthyr Tydfil 002B,18,24.1,17.2,79,100,408,11.5,8.5,8,-9.349999999999998
Merthyr Tydfil,002C,Dowlais 3,W01001297,17.2,FALSE,FALSE,22.3,25,32.2,41.8,27.8,9.4,17.1,Wales,Merthyr Tydfil 002C,19,22.7,19.1,75,98,429,7.2,8.1,8,-10.75
Merthyr Tydfil,002D,Dowlais 4,W01001298,31.8,FALSE,TRUE,33.1,46.8,47.4,35.7,33.7,0.3,24.7,Wales,Merthyr Tydfil 002D,27,33.5,29.2,78,95,347,7.4,8.7,12.4,0.05
Merthyr Tydfil,001A,Gurnos 1,W01001299,66,TRUE,FALSE,57.5,75.6,70.2,86.9,12.5,10.8,30.3,Wales,Merthyr Tydfil 008A,34,54.6,42.3,76,87,326,8.3,9,12.4,21.150000000000002
Merthyr Tydfil,001B,Gurnos 2,W01001300,92.9,TRUE,FALSE,70.1,76.9,83.1,94.3,6.8,16.5,29.8,Wales,Merthyr Tydfil 008B,39,70.3,48.2,74,87,325,11.1,9.3,13.5,36.849999999999994
Merthyr Tydfil,001C,Gurnos 3,W01001301,67.6,TRUE,FALSE,56.3,56.8,93.6,76.9,2.9,1.6,28,Wales,Merthyr Tydfil 008C,33,55.3,40,78,89,378,10.2,8.9,12.1,21.849999999999998
Merthyr Tydfil,006B,Merthyr Vale 1,W01001302,34.8,FALSE,TRUE,35.8,40.2,57.8,44.6,22.2,11.7,21,Wales,Merthyr Tydfil 006B,26,35.8,25.9,82,96,296,7.2,8.5,10.4,2.349999999999997
Merthyr Tydfil,006C,Merthyr Vale 2,W01001303,79,FALSE,TRUE,59.1,62.7,74.6,52.7,29.4,9.6,24.6,Wales,Merthyr Tydfil 006C,37,62.3,42.6,77,89,288,11.8,9.1,10.8,28.849999999999998
Merthyr Tydfil,006D,Merthyr Vale 3,W01001304,22.6,FALSE,FALSE,22.4,30.5,29.1,17.5,26.4,3.2,18.8,Wales,Merthyr Tydfil 006D,19,27.4,17.8,83,100,242,10.3,8.8,8,-6.050000000000002
Merthyr Tydfil,003C,Park 1,W01001305,6.6,FALSE,FALSE,12.4,11.5,23.5,42.4,12.2,1,9.5,Wales,Merthyr Tydfil 003C,17,12.2,12.1,84,104,471,6.2,7.6,8.1,-21.25
Merthyr Tydfil,003D,Park 2,W01001306,11.5,FALSE,FALSE,9.3,6.2,2.9,24.4,9.4,5.3,15.2,Wales,Merthyr Tydfil 003D,15,17.2,12.8,83,109,425,1.8,6.4,5.9,-16.25
Merthyr Tydfil,004C,Park 3,W01001307,22.9,FALSE,FALSE,21.2,24,14.9,58.5,9.1,7,24.1,Wales,Merthyr Tydfil 004C,31,27.5,28.9,83,100,351,9.3,8.8,9,-5.95
Merthyr Tydfil,001D,Penydarren 1,W01001308,94.3,TRUE,FALSE,71.5,79.4,100,76.2,3.5,12.3,19.8,Wales,Merthyr Tydfil 008D,37,70.7,54.2,71,88,324,11.7,10.6,12.5,37.25
Merthyr Tydfil,001E,Penydarren 2,W01001309,42.2,TRUE,FALSE,41,47.1,68.9,30.6,20.3,6.1,39.6,Wales,Merthyr Tydfil 008E,30,41.2,32.2,76,88,365,13.1,7.4,9.2,7.750000000000003
Merthyr Tydfil,002E,Penydarren 3,W01001310,9.4,FALSE,FALSE,19.4,16.6,64,18.3,14.4,1.2,1.8,Wales,Merthyr Tydfil 002E,18,15.4,14,84,100,406,8.2,7.1,7.9,-18.05
Merthyr Tydfil,002F,Penydarren 4,W01001311,25.8,FALSE,FALSE,28.8,38.3,34.1,46.5,29.5,4,36.5,Wales,Merthyr Tydfil 002F,21,29.5,23.3,80,94,328,6.7,8,9.7,-3.95
Merthyr Tydfil,006E,Plymouth (Merthyr Tydfil) 1,W01001312,33.3,FALSE,TRUE,29.3,23.3,44.9,17.9,23.6,13.5,27.5,Wales,Merthyr Tydfil 006E,23,34.7,24.5,82,100,300,6.6,7.6,7.3,1.2500000000000029
Merthyr Tydfil,006F,Plymouth (Merthyr Tydfil) 2,W01001313,21.7,FALSE,FALSE,19.9,20.5,11.3,55.7,24.3,5.6,19.2,Wales,Merthyr Tydfil 006F,21,26.4,20.9,85,99,336,6,7.6,7.3,-7.050000000000002
Merthyr Tydfil,005A,Plymouth (Merthyr Tydfil) 3,W01001314,24.5,FALSE,FALSE,20.4,16.3,6.2,15.8,24.1,21.9,45,Wales,Merthyr Tydfil 005A,18,28.8,19.4,83,102,377,4.1,6.9,8.1,-4.6499999999999995
Merthyr Tydfil,004D,Town 1,W01001315,24.4,FALSE,FALSE,23.9,23.2,25.4,58.7,45.5,1.2,8.5,Wales,Merthyr Tydfil 004D,28,28.6,26.1,81,101,382,6.5,8.6,8.5,-4.849999999999999
Merthyr Tydfil,005B,Town 2,W01001316,11.7,FALSE,FALSE,15.2,8.6,38.1,14.2,16.9,3.6,11.9,Wales,Merthyr Tydfil 005B,14,17.4,12.7,88,103,409,7.6,6.5,6.3,-16.05
Merthyr Tydfil,005C,Town 3,W01001317,22.6,FALSE,FALSE,23.4,23.1,43.5,20.1,16.2,9.2,11.3,Wales,Merthyr Tydfil 005C,23,27.3,21.4,79,99,376,7.2,6.9,8.8,-6.1499999999999995
